?a  <hasChild>  ?b  ?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b
?a  <created>  ?b   => ?a  <isKnownFor>  ?b
?a  <isKnownFor>  ?b   => ?a  <created>  ?b
?a  <created>  ?f  ?f  <hasChild>  ?b   => ?a  <created>  ?b
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <produced>  ?b
?a  <actedIn>  ?b  ?a  <directed>  ?b   => ?a  <created>  ?b
?a  <directed>  ?b   => ?a  <created>  ?b
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b
?a  <directed>  ?b  ?a  <produced>  ?b   => ?a  <created>  ?b
?a  <actedIn>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b
?b  <hasChild>  ?a  ?a  <hasChild>  ?b   => ?a  <isMarriedTo>  ?b
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b
?a  <actedIn>  ?b  ?a  <produced>  ?b   => ?a  <created>  ?b
?a  <created>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b
?b  <hasChild>  ?a  ?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b
?a  <created>  ?b   => ?a  <directed>  ?b
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <directed>  ?b
?a  <actedIn>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b
?a  <directed>  ?b   => ?a  <produced>  ?b
?a  <produced>  ?b   => ?a  <directed>  ?b
?a  <created>  ?b   => ?a  <produced>  ?b
?a  <produced>  ?b   => ?a  <created>  ?b
?e  <participatedIn>  ?b  ?a  <participatedIn>  ?e   => ?a  <participatedIn>  ?b
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <actedIn>  ?b
?b  <hasChild>  ?a  ?a  <isMarriedTo>  ?b   => ?a  <hasChild>  ?b
?a  <participatedIn>  ?f  ?b  <participatedIn>  ?f   => ?a  <participatedIn>  ?b
?a  <directed>  ?b  ?a  <produced>  ?b   => ?a  <actedIn>  ?b
?b  <hasChild>  ?a  ?b  <isMarriedTo>  ?a   => ?a  <hasChild>  ?b
?f  <isLocatedIn>  ?b  ?a  <livesIn>  ?f   => ?a  <isCitizenOf>  ?b
?a  <created>  ?b  ?a  <directed>  ?b   => ?a  <actedIn>  ?b
