?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Maria_Anna_of_Bavaria_(15741616)>	<hasChild>	<Ferdinand_III,_Holy_Roman_Emperor>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Audrey_March_Hardy>	<hasChild>	<Simone_Ravelle_Hardy>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Shin_Sawbu>	<hasChild>	<Minhlange>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Victoria_Eugenie_of_Battenberg>	<hasChild>	<Alfonso,_Prince_of_Asturias_(19071938)>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Chulalongkorn>	<hasChild>	<Mahidol_Adulyadej>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Brian_Miller>	<hasChild>	<Sadie_Miller>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Isetnofret>	<hasChild>	<Ramesses_(prince)>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Barbara_Spooner_Wilberforce>	<hasChild>	<Robert_Isaac_Wilberforce>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Harley_Cooper>	<hasChild>	<James_Spaulding_(Guiding_Light)>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Hannah_Van_Buren>	<hasChild>	<John_Van_Buren>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Shin_Sawbu>	<hasChild>	<Minyekyawswa_of_Ava>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Baketwernel>	<hasChild>	<Ramesses_X>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Jackson_Montgomery>	<hasChild>	<Kendall_Hart_Slater>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Soamsavali_Kitiyakara>	<hasChild>	<Sirivannavari_Nariratana>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Phil_Graham>	<hasChild>	<Donald_E._Graham>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Margaret_Trudeau>	<hasChild>	<Deborah_Coyne>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Mustafa_IV>	<hasChild>	<Selim_III>	ManualEvaluation
?e  <isMarriedTo>  ?a  ?e  <hasChild>  ?b   => ?a  <hasChild>  ?b	<Savang_Vadhana>	<hasChild>	<Rangsit_Prayurasakdi>	ManualEvaluation
