?A  <dealsWith>  ?C  ?C  <dealsWith>  ?B   => ?A  <dealsWith>  ?B
?A  <created>  ?B   => ?A  <directed>  ?B
?A  <dealsWith>  ?C  ?C  <exports>  ?B   => ?A  <exports>  ?B
?A  <isMarriedTo>  ?C  ?C  <directed>  ?B   => ?A  <directed>  ?B
?A  <dealsWith>  ?C  ?C  <hasOfficialLanguage>  ?B   => ?A  <hasOfficialLanguage>  ?B
?A  <dealsWith>  ?C  ?C  <imports>  ?B   => ?A  <imports>  ?B
?A  <isMarriedTo>  ?C  ?C  <diedIn>  ?B   => ?A  <diedIn>  ?B
?A  <isCitizenOf>  ?C  ?C  <dealsWith>  ?B   => ?A  <isCitizenOf>  ?B
?A  <produced>  ?B   => ?A  <directed>  ?B
?A  <livesIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <livesIn>  ?B
?A  <wasBornIn>  ?B   => ?A  <diedIn>  ?B
?A  <exports>  ?B   => ?A  <imports>  ?B
?A  <imports>  ?B   => ?A  <exports>  ?B
?A  <dealsWith>  ?C  ?C  <exports>  ?B   => ?A  <imports>  ?B
?A  <actedIn>  ?B   => ?A  <directed>  ?B
?A  <isMarriedTo>  ?C  ?C  <hasWonPrize>  ?B   => ?A  <hasWonPrize>  ?B
?A  <wasBornIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <wasBornIn>  ?B   => ?A  <livesIn>  ?B
?A  <isMarriedTo>  ?C  ?C  <livesIn>  ?B   => ?A  <livesIn>  ?B
?A  <isCitizenOf>  ?C  ?C  <hasCapital>  ?B   => ?A  <diedIn>  ?B
?A  <dealsWith>  ?C  ?C  <hasCurrency>  ?B   => ?A  <hasCurrency>  ?B
?A  <hasChild>  ?C  ?C  <diedIn>  ?B   => ?A  <diedIn>  ?B
?A  <diedIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <livesIn>  ?C  ?C  <hasCapital>  ?B   => ?A  <livesIn>  ?B
?A  <livesIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <isMarriedTo>  ?C  ?C  <graduatedFrom>  ?B   => ?A  <graduatedFrom>  ?B
?A  <diedIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isPoliticianOf>  ?B
?A  <diedIn>  ?B   => ?A  <livesIn>  ?B
?A  <livesIn>  ?B   => ?A  <diedIn>  ?B
?A  <isMarriedTo>  ?C  ?C  <isLeaderOf>  ?B   => ?A  <isLeaderOf>  ?B
?A  <isMarriedTo>  ?C  ?C  <isCitizenOf>  ?B   => ?A  <isCitizenOf>  ?B
?A  <worksAt>  ?B   => ?A  <graduatedFrom>  ?B
?A  <isCitizenOf>  ?B   => ?A  <livesIn>  ?B
?A  <livesIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isPoliticianOf>  ?B
?A  <hasChild>  ?C  ?C  <livesIn>  ?B   => ?A  <livesIn>  ?B
?A  <isCitizenOf>  ?C  ?C  <hasCapital>  ?B   => ?A  <livesIn>  ?B
?A  <influences>  ?C  ?C  <hasWonPrize>  ?B   => ?A  <hasWonPrize>  ?B
?A  <livesIn>  ?B   => ?A  <isLeaderOf>  ?B
?A  <wasBornIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isPoliticianOf>  ?B
?A  <influences>  ?C  ?C  <isInterestedIn>  ?B   => ?A  <isInterestedIn>  ?B
?A  <isLocatedIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <isLocatedIn>  ?B   => ?A  <diedIn>  ?B
?A  <livesIn>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <hasAcademicAdvisor>  ?C  ?C  <hasWonPrize>  ?B   => ?A  <hasWonPrize>  ?B
?A  <hasAcademicAdvisor>  ?C  ?C  <graduatedFrom>  ?B   => ?A  <graduatedFrom>  ?B
?A  <wasBornIn>  ?B   => ?A  <isLeaderOf>  ?B
?A  <influences>  ?C  ?C  <isCitizenOf>  ?B   => ?A  <isCitizenOf>  ?B
?A  <isCitizenOf>  ?C  ?C  <isLocatedIn>  ?B   => ?A  <isCitizenOf>  ?B
?A  <hasAcademicAdvisor>  ?C  ?C  <hasAcademicAdvisor>  ?B   => ?A  <hasAcademicAdvisor>  ?B
?A  <isLeaderOf>  ?B   => ?A  <livesIn>  ?B
?A  <isLocatedIn>  ?C  ?C  <hasOfficialLanguage>  ?B   => ?A  <hasOfficialLanguage>  ?B
?A  <hasCapital>  ?C  ?C  <hasOfficialLanguage>  ?B   => ?A  <hasOfficialLanguage>  ?B
?A  <hasAcademicAdvisor>  ?C  ?C  <livesIn>  ?B   => ?A  <livesIn>  ?B
?A  <hasChild>  ?C  ?C  <isCitizenOf>  ?B   => ?A  <isCitizenOf>  ?B
?A  <isMarriedTo>  ?C  ?C  <hasMusicalRole>  ?B   => ?A  <hasMusicalRole>  ?B
?A  <influences>  ?C  ?C  <graduatedFrom>  ?B   => ?A  <graduatedFrom>  ?B
