?c  <isMarriedTo>  ?a  ?c  <livesIn>  ?b   => ?a  <livesIn>  ?b
?c  <hasOfficialLanguage>  ?b  ?c  <isLocatedIn>  ?a   => ?a  <hasOfficialLanguage>  ?b
?a  <wasBornIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isPoliticianOf>  ?b
?a  <isMarriedTo>  ?f  ?f  <hasChild>  ?b   => ?a  <hasChild>  ?b
?c  <isLocatedIn>  ?b  ?a  <isLocatedIn>  ?c   => ?a  <isCitizenOf>  ?b
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b
?a  <influences>  ?f  ?f  <isCitizenOf>  ?b   => ?a  <isCitizenOf>  ?b
?a  <livesIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b
?a  <diedIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <isCitizenOf>  ?b
?a  <actedIn>  ?b  ?a  <created>  ?b   => ?a  <directed>  ?b
?a  <diedIn>  ?b   => ?a  <livesIn>  ?b
?a  <hasChild>  ?c  ?b  <hasChild>  ?c   => ?a  <isMarriedTo>  ?b
?a  <diedIn>  ?c  ?b  <hasCapital>  ?c   => ?a  <isPoliticianOf>  ?b
?a  <diedIn>  ?c  ?c  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b
?a  <created>  ?b  ?a  <directed>  ?b   => ?a  <produced>  ?b
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b
?a  <livesIn>  ?b   => ?a  <diedIn>  ?b
?c  <dealsWith>  ?b  ?a  <dealsWith>  ?c   => ?a  <dealsWith>  ?b
?a  <livesIn>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b
?c  <dealsWith>  ?a  ?c  <dealsWith>  ?b   => ?a  <dealsWith>  ?b
?b  <dealsWith>  ?a   => ?a  <dealsWith>  ?b
?b  <hasCapital>  ?f  ?a  <livesIn>  ?f   => ?a  <livesIn>  ?b
?a  <produced>  ?b   => ?a  <directed>  ?b
?a  <produced>  ?b   => ?a  <created>  ?b
?c  <dealsWith>  ?a  ?c  <imports>  ?b   => ?a  <imports>  ?b
?a  <exports>  ?b   => ?a  <imports>  ?b
?c  <hasAcademicAdvisor>  ?a  ?c  <worksAt>  ?b   => ?a  <worksAt>  ?b
?c  <dealsWith>  ?a  ?c  <hasOfficialLanguage>  ?b   => ?a  <hasOfficialLanguage>  ?b
?a  <isCitizenOf>  ?c  ?c  <hasCapital>  ?b   => ?a  <wasBornIn>  ?b
?a  <hasAcademicAdvisor>  ?c  ?c  <worksAt>  ?b   => ?a  <worksAt>  ?b
?a  <dealsWith>  ?c  ?c  <exports>  ?b   => ?a  <imports>  ?b
?a  <directed>  ?b   => ?a  <produced>  ?b
?c  <isCitizenOf>  ?a  ?c  <isLocatedIn>  ?b   => ?a  <hasCapital>  ?b
?c  <isCitizenOf>  ?a  ?c  <livesIn>  ?b   => ?a  <hasCapital>  ?b
?c  <dealsWith>  ?a  ?c  <imports>  ?b   => ?a  <exports>  ?b
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b
?a  <imports>  ?c  ?b  <exports>  ?c   => ?a  <dealsWith>  ?b
?a  <dealsWith>  ?c  ?c  <imports>  ?b   => ?a  <exports>  ?b
?e  <dealsWith>  ?a  ?e  <exports>  ?b   => ?a  <exports>  ?b
