Using Support as pruning metric with threshold 5
Loading files... 
  Starting yago2core.10kseedsSample.compressed.notypes.tsv
  Finished yago2core.10kseedsSample.compressed.notypes.tsv, still running: 0
Loaded 46654 facts in 0.44 s using -161 MB
Loading files... 
  Starting yago2core.10k.sampleSeeds.notypes.tsv
  Finished yago2core.10k.sampleSeeds.notypes.tsv, still running: 0
Loaded 10000 facts in 0.17 s using 14 MB
Starting the mining phase... 
Using 16 threads
?a  <hasMusicalRole>  <wordnet_guitar_103467517>   => ?a  <hasMusicalRole>  <wordnet_harmonica_103494278>	0.001	0.90909091	0.14492754	0.14492754	0	0	0	10	69	0.0	0.0	?a
?a  <hasMusicalRole>  <wordnet_guitar_103467517>   => ?a  <hasMusicalRole>  <wordnet_bass_guitar_102804123>	0.001	0.66666667	0.14492754	0.14492754	0	0	0	10	69	0.0	0.0	?a
?a  <hasWonPrize>  <Wound_Badge>   => ?a  <hasWonPrize>  <Infantry_Assault_Badge>	0.0006	0.85714286	0.54545455	0.54545455	0	0	0	6	11	0.0	0.0	?a
?a  <hasWonPrize>  <Iron_Cross>   => ?a  <hasWonPrize>  <Infantry_Assault_Badge>	0.0007	1	0.35	0.35	0	0	0	7	20	0.0	0.0	?a
?a  <hasWonPrize>  <Eastern_Front_Medal>   => ?a  <hasWonPrize>  <Infantry_Assault_Badge>	0.0005	0.71428571	0.71428571	0.71428571	0	0	0	5	7	0.0	0.0	?a
?a  <hasMusicalRole>  <wordnet_guitar_103467517>   => ?a  <hasMusicalRole>  <wordnet_singing_100545501>	0.0005	0.38461538	0.07246377	0.07246377	0	0	0	5	69	0.0	0.0	?a
?a  <hasWonPrize>  <Bronze_Star_Medal>   => ?a  <hasWonPrize>  <Distinguished_Service_Cross_(United_States)>	0.0005	0.625	0.2	0.2	0	0	0	5	25	0.0	0.0	?a
?a  <isCitizenOf>  <France>   => ?a  <diedIn>  <Paris>	0.0006	0.21428571	0.24	0.24	0	0	0	6	25	0.0	0.0	?a
?a  <wasBornIn>  <Paris>   => ?a  <diedIn>  <Paris>	0.0005	0.17857143	0.17857143	0.17857143	0	0	0	5	28	0.0	0.0	?a
?a  <hasWonPrize>  <Tony_Award>   => ?a  <hasWonPrize>  <Drama_Desk_Award>	0.001	0.58823529	0.35714286	0.35714286	0	0	0	10	28	0.0	0.0	?a
?a  <hasWonPrize>  <Infantry_Assault_Badge>   => ?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>	0.0006	0.12765957	0.85714286	0.85714286	0	0	0	6	7	0.0	0.0	?a
?a  <hasWonPrize>  <German_Cross>   => ?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>	0.0005	0.10638298	0.71428571	0.71428571	0	0	0	5	7	0.0	0.0	?a
?a  <hasWonPrize>  <Wound_Badge>   => ?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>	0.0011	0.23404255	1	1	0	0	0	11	11	0.0	0.0	?a
?a  <hasWonPrize>  <Eastern_Front_Medal>   => ?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>	0.0007	0.14893617	1	1	0	0	0	7	7	0.0	0.0	?a
?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>   => ?a  <hasWonPrize>  <Infantry_Assault_Badge>	0.0006	0.85714286	0.12765957	0.12765957	0	0	0	6	47	0.0	0.0	?a
?a  <hasMusicalRole>  <wordnet_guitar_103467517>   => ?a  <hasMusicalRole>  <wordnet_piano_103928116>	0.0015	0.46875	0.2173913	0.2173913	0	0	0	15	69	0.0	0.0	?a
?a  <hasWonPrize>  <Infantry_Assault_Badge>   => ?a  <hasWonPrize>  <Iron_Cross>	0.0007	0.35	1	1	0	0	0	7	7	0.0	0.0	?a
?a  <hasWonPrize>  <Iron_Cross>   => ?a  <hasWonPrize>  <Knight's_Cross_of_the_Iron_Cross>	0.0012	0.25531915	0.6	0.6	0	0	0	12	20	0.0	0.0	?a
?a  <hasWonPrize>  <Bronze_Star_Medal>   => ?a  <hasWonPrize>  <Meritorious_Service_Medal_(United_States)>	0.0006	0.54545455	0.24	0.24	0	0	0	6	25	0.0	0.0	?a
