Using Support as pruning metric with threshold 5
Loading files... 
  Starting yago2core.10kseedsSample.compressed.notypes.tsv
  Finished yago2core.10kseedsSample.compressed.notypes.tsv, still running: 0
Loaded 46654 facts in 0.40 s using -161 MB
Loading files... 
  Starting yago2core.10k.sampleSeeds.notypes.tsv
  Finished yago2core.10k.sampleSeeds.notypes.tsv, still running: 0
Loaded 10000 facts in 0.20 s using 14 MB
Starting the mining phase... 
Using 16 threads
?a  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.0005	0.13888889	0.01408451	0.41666667	0.96619718	0.40258216	0.01360841	5	355	0.0	0.0	?a
?a  <graduatedFrom>  ?b   => ?a  <worksAt>  ?b	0.0005	0.07936508	0.01355014	0.08928571	0.84823848	0.07573558	0.01149375	5	369	0.0	0.0	?a
?a  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.0005	0.0174216	0.05208333	0.08928571	0.41666667	0.03720238	0.02170139	5	96	0.0	0.0	?a
?a  <isLeaderOf>  ?b   => ?a  <livesIn>  ?b	0.0005	0.01754386	0.05050505	0.3125	0.83838384	0.26199495	0.04234262	5	99	0.0	0.0	?a
?a  <isPoliticianOf>  ?b   => ?a  <livesIn>  ?b	0.0005	0.01754386	0.13157895	0.41666667	0.68421053	0.28508772	0.0900277	5	38	0.0	0.0	?a
?a  <diedIn>  ?b   => ?a  <livesIn>  ?b	0.0011	0.03859649	0.01449275	0.42307692	0.9657444	0.40858417	0.0139963	11	759	0.0	0.0	?a
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	0.0027	0.09473684	0.01478642	0.25	0.94085433	0.23521358	0.01391187	27	1826	0.0	0.0	?a
?a  <isCitizenOf>  ?b   => ?a  <livesIn>  ?b	0.0015	0.05263158	0.03488372	0.34090909	0.89767442	0.30602537	0.03131422	15	430	0.0	0.0	?a
?a  <livesIn>  ?b   => ?a  <isCitizenOf>  ?b	0.0015	0.04032258	0.04225352	0.34090909	0.87605634	0.29865557	0.03701646	15	355	0.0	0.0	?a
?a  <livesIn>  ?b   => ?a  <diedIn>  ?b	0.0011	0.02037037	0.03098592	0.42307692	0.92676056	0.39209101	0.02871652	11	355	0.0	0.0	?a
?a  <wasBornIn>  ?b   => ?a  <diedIn>  ?b	0.0039	0.07222222	0.02135816	0.13356164	0.84008762	0.11220348	0.01794273	39	1826	0.0	0.0	?a
?a  <isLeaderOf>  ?b   => ?a  <wasBornIn>  ?b	0.0005	0.00344353	0.05050505	0.29411765	0.82828283	0.2436126	0.04183247	5	99	0.0	0.0	?a
?a  <livesIn>  ?b   => ?a  <wasBornIn>  ?b	0.0027	0.01859504	0.07605634	0.25	0.69577465	0.17394366	0.05291807	27	355	0.0	0.0	?a
?a  <diedIn>  ?b   => ?a  <wasBornIn>  ?b	0.0039	0.0268595	0.0513834	0.13356164	0.61528327	0.08217824	0.03161535	39	759	0.0	0.0	?a
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	0.0132	0.72131148	0.09269663	0.19326501	0.52036517	0.10056838	0.0482361	132	1424	0.0	0.0	?b
?a  <isCitizenOf>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	0.0006	0.02105263	0.01542416	0.16666667	0.90745501	0.1512425	0.01399674	6	389	0.0	0.0	?a
?a  <isCitizenOf>  ?f  ?f  <hasCapital>  ?b   => ?a  <livesIn>  ?b	0.0005	0.01754386	0.01278772	0.14285714	0.91048593	0.13006942	0.01164304	5	391	0.0	0.0	?a
?a  <wasBornIn>  ?f  ?f  <isLocatedIn>  ?b   => ?a  <livesIn>  ?b	0.0005	0.01754386	0.00865052	0.20833333	0.95847751	0.19968281	0.00829133	5	578	0.0	0.0	?a
?a  <livesIn>  ?f  ?b  <isLocatedIn>  ?f   => ?a  <livesIn>  ?b	0.0017	0.05964912	0.08173077	0.08173077	0	0	0	17	208	0.0	0.0	?a
