"<Han_Geng>"	"<inv-influences>"	"<Jang_Dong-gun>"	"FALSE"	"difficult to be extracted from the text"
"<Han_Geng>"	"<inv-influences>"	"<Andy_Lau>"		
"<Han_Geng>"	"<inv-influences>"	"<Leehom_Wang>"		
"<Socrates>"	"<inv-influences>"	"<Parmenides>"	"FALSE"	
"<Heinrich_Mann>"	"<inv-influences>"	"<Thomas_Mann>"		
"<Linda_Montano>"	"<inv-influences>"	"<Pio_of_Pietrelcina>"	"FALSE"	
"<Linda_Montano>"	"<inv-influences>"	"<Michelangelo>"		
"<Linda_Montano>"	"<inv-influences>"	"<Allan_Kaprow>"		
"<Linda_Montano>"	"<inv-influences>"	"<Eva_Hesse>"		
"<Linda_Montano>"	"<inv-influences>"	"<Bob_Dylan>"		
"<Linda_Montano>"	"<inv-influences>"	"<Lily_Tomlin>"		
"<David_Schmidtz>"	"<inv-influences>"	"<Robert_Nozick>"	"TRUE"	
"<Michael_Devitt>"	"<inv-influences>"	"<Saul_Kripke>"	"FALSE"	
"<Ronald_Reagan>"	"<inv-influences>"	"<William_F._Buckley,_Jr.>"	"unknown"	
"<John_Betjeman>"	"<inv-influences>"	"<M._R._James>"	"TRUE"	
"<Joe_Rogan>"	"<inv-influences>"	"<Bill_Hicks>"	"FALSE"	
"<Binod_Bihari_Verma>"	"<inv-influences>"	"<Shriram_Sharma_Acharya>"	"FALSE"	
"<Binod_Bihari_Verma>"	"<inv-influences>"	"<Radha_Krishna_Choudhary>"		
"<Binod_Bihari_Verma>"	"<inv-influences>"	"<George_Abraham_Grierson>"		
"<Hajime_Kawakami>"	"<inv-influences>"	"<Karl_Marx>"	"TRUE"	
"<Nainoa_Thompson>"	"<inv-influences>"	"<Mau_Piailug>"	"TRUE"	
"<Richard_Foreman>"	"<inv-influences>"	"<Jack_Smith_(film_director)>"	"FALSE"	
"<Nicholas_Adontz>"	"<inv-influences>"	"<Nicholas_Marr>"	"TRUE"	
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Tom_Clancy>"	"unknown"	
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Mel_Tappan>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Jerry_Pournelle>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Ludwig_von_Mises>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Robert_A._Heinlein>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<George_R._Stewart>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Pat_Frank>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Howard_Ruff>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<Ayn_Rand>"		
"<James_Wesley_Rawles>"	"<inv-influences>"	"<David_Brin>"		
"<J._Hoberman>"	"<inv-influences>"	"<Andrew_Sarris>"	"FALSE"	
"<J._Hoberman>"	"<inv-influences>"	"<Jonas_Mekas>"		
"<Jaffer_Ali_(Entrepreneur)>"	"<inv-influences>"	"<John_Boyd_(military_strategist)>"	"unknown"	
"<Jaffer_Ali_(Entrepreneur)>"	"<inv-influences>"	"<Neil_Postman>"		
"<Jaffer_Ali_(Entrepreneur)>"	"<inv-influences>"	"<Carl_Jung>"		
"<Khaled_Hosseini>"	"<inv-influences>"	"<Yann_Martel>"	"FALSE"	
"<Tahir-ul-Qadri>"	"<inv-influences>"	"<Tahir_Allauddin>"	"FALSE"	
"<Tahir-ul-Qadri>"	"<inv-influences>"	"<Rumi>"		
"<Tahir-ul-Qadri>"	"<inv-influences>"	"<Ibn_Arabi>"		
"<Tahir-ul-Qadri>"	"<inv-influences>"	"<Abdul-Qadir_Gilani>"		
"<Ion_Negoicescu>"	"<inv-influences>"	"<George_Clinescu>"	"FALSE"	
"<Ion_Negoicescu>"	"<inv-influences>"	"<Johann_Wolfgang_von_Goethe>"		
"<Ion_Negoicescu>"	"<inv-influences>"	"<André_Gide>"		
"<Ion_Negoicescu>"	"<inv-influences>"	"<Lucian_Blaga>"		
"<Ion_Negoicescu>"	"<inv-influences>"	"<Eugen_Lovinescu>"		
"<Tony_Kushner>"	"<inv-influences>"	"<Bertolt_Brecht>"	"unknown"	
"<Tony_Kushner>"	"<inv-influences>"	"<Harold_Bloom>"		
"<Mark_Vallen>"	"<inv-influences>"	"<Charles_Wilbert_White>"	"FALSE"	
"<Jacint_Verdaguer>"	"<inv-influences>"	"<Frédéric_Mistral>"	"unknown"	
"<Henry_Fielding>"	"<inv-influences>"	"<Samuel_Richardson>"	"TRUE"	
"<Mirza_Mazhar_Jan-e-Janaan>"	"<inv-influences>"	"<Ahmad_Sirhindi>"	"FALSE"	
"<Benjamin_Silliman,_Jr.>"	"<inv-influences>"	"<Benjamin_Silliman>"	"TRUE"	
"<Giovanni_Gentile>"	"<inv-influences>"	"<Antonio_Rosmini-Serbati>"	"FALSE"	
"<Giovanni_Gentile>"	"<inv-influences>"	"<Giuseppe_Mazzini>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Francesco_de_Sanctis>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Georges_Sorel>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Karl_Marx>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Vincenzo_Gioberti>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Antonio_Labriola>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Plato>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Ugo_Foscolo>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Pasquale_Galluppi>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Friedrich_Nietzsche>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Georg_Wilhelm_Friedrich_Hegel>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Protagoras>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Alessandro_d'Ancona>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Immanuel_Kant>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Giambattista_Vico>"		
"<Giovanni_Gentile>"	"<inv-influences>"	"<Benedetto_Croce>"		
"<Hasan_Ali_Topta_>"	"<inv-influences>"	"<Scheherazade>"	"TRUE"	
"<Hasan_Ali_Topta_>"	"<inv-influences>"	"<Oğuz_Atay>"		
"<Hasan_Ali_Topta_>"	"<inv-influences>"	"<Franz_Kafka>"		
"<Adriana_Cavarero>"	"<inv-influences>"	"<Hannah_Arendt>"	"FALSE"	
"<Adriana_Cavarero>"	"<inv-influences>"	"<Michel_Foucault>"		
"<Adriana_Cavarero>"	"<inv-influences>"	"<Carl_Schmitt>"		
"<Adriana_Cavarero>"	"<inv-influences>"	"<Walter_Benjamin>"		
"<Adriana_Cavarero>"	"<inv-influences>"	"<Jacques_Derrida>"		
"<Jason_Furman>"	"<inv-influences>"	"<Joseph_Stiglitz>"	"unknown"	
"<Ashitha>"	"<isCitizenOf>"	"<India>"	"unknown"	"descent relation"
"<François_Naville>"	"<isCitizenOf>"	"<Switzerland>"	"TRUE"	
"<Ludwig_Stickelberger>"	"<isCitizenOf>"	"<Switzerland>"	"TRUE"	
"<Tomoo_Amino>"	"<isCitizenOf>"	"<Japan>"	"TRUE"	
"<Shirley_Porter>"	"<isCitizenOf>"	"<United_Kingdom>"	"FALSE"	
"<Herbert_Chermside>"	"<isCitizenOf>"	"<United_Kingdom>"	"TRUE"	
"<Jonathan_Meese>"	"<isCitizenOf>"	"<Germany>"	"TRUE"	
"<Mario_Romancini>"	"<isCitizenOf>"	"<Brazil>"	"TRUE"	
"<De_Villiers_Graaff>"	"<isCitizenOf>"	"<South_Africa>"	"TRUE"	
"<Arthur_Raikes>"	"<isCitizenOf>"	"<United_Kingdom>"	"TRUE"	
"<Antonio_da_Correggio>"	"<isCitizenOf>"	"<Italy>"	"TRUE"	
"<Maggie_O'Farrell>"	"<isCitizenOf>"	"<United_Kingdom>"	"TRUE"	
"<Giovanni_Bellini>"	"<isCitizenOf>"	"<Italy>"	"TRUE"	
"<Ion_Iliescu>"	"<isCitizenOf>"	"<Romania>"	"TRUE"	
"<Jean-Luc_Masbou>"	"<isCitizenOf>"	"<France>"	"TRUE"	
"<Philippe_de_Clermont>"	"<isCitizenOf>"	"<France>"	"TRUE"	
"<Reinier_van_Persijn>"	"<isCitizenOf>"	"<Netherlands>"	"TRUE"	
"<Sam_W._Heads>"	"<isCitizenOf>"	"<United_Kingdom>"	"unknown"	
"<Giorgos_Tsiaras>"	"<isCitizenOf>"	"<Greece>"	"TRUE"	
"<Warwick_Dyer>"	"<isCitizenOf>"	"<United_Kingdom>"	"TRUE"	
"<Doug_Dye>"	"<isCitizenOf>"	"<New_Zealand>"	"TRUE"	
"<Fred_Bretonnel>"	"<isCitizenOf>"	"<France>"	"TRUE"	
"<Heinz_Pototschnig>"	"<isCitizenOf>"	"<Austria>"	"TRUE"	
"<James_Page_Mackey>"	"<isCitizenOf>"	"<Canada>"	"TRUE"	
"<Daniel_Romualdez>"	"<isCitizenOf>"	"<Philippines>"	"TRUE"	
"<Luc_Etienne_Périn>"	"<isCitizenOf>"	"<France>"	"TRUE"	
"<Nieky_Holzken>"	"<isCitizenOf>"	"<Netherlands>"	"TRUE"	
"<Lee-Ann_McPhillips>"	"<isCitizenOf>"	"<New_Zealand>"	"TRUE"	
"<Enrico_Berlinguer>"	"<isCitizenOf>"	"<Italy>"	"TRUE"	
"<John_Ellis_(executioner)>"	"<isCitizenOf>"	"<United_Kingdom>"	"TRUE"	
"<Main_Aisa_Hi_Hoon>"	"<inv-directed>"	"<Harry_Baweja>"	"TRUE"	
"<Farce_of_the_Penguins>"	"<inv-directed>"	"<Bob_Saget>"	"TRUE"	
"<Kitchen_Stories>"	"<inv-directed>"	"<Bent_Hamer>"	"TRUE"	
"<The_Man_with_Two_Brains>"	"<inv-directed>"	"<Carl_Reiner>"	"TRUE"	
"<A_Story_of_Little_Italy>"	"<inv-directed>"	"<William_Desmond_Taylor>"	"FALSE"	
"<I_Dreamt_I_Woke_Up_(film)>"	"<inv-directed>"	"<John_Boorman>"	"TRUE"	
"<All_of_Me_(1984_film)>"	"<inv-directed>"	"<Carl_Reiner>"	"TRUE"	
"<Colt_.45_(film)>"	"<inv-directed>"	"<Edwin_L._Marin>"	"TRUE"	
"<Picnic_on_the_Grass>"	"<inv-directed>"	"<Jean_Renoir>"	"TRUE"	
"<Totò_sceicco>"	"<inv-directed>"	"<Mario_Mattoli>"	"TRUE"	
"<Alabama_Moon>"	"<inv-directed>"	"<Tim_McCanlies>"	"TRUE"	
"<Mr._Hex>"	"<inv-directed>"	"<William_Beaudine>"	"TRUE"	
"<Mucho_Mouse>"	"<inv-directed>"	"<Joseph_Barbera>"	"TRUE"	
"<Mucho_Mouse>"	"<inv-directed>"	"<William_Hanna>"		
"<Blackie_the_Pirate>"	"<inv-directed>"	"<Sergio_Sollima>"	"FALSE"	
"<Clerks>"	"<inv-directed>"	"<Kevin_Smith>"	"TRUE"	
"<I_Live_in_Fear>"	"<inv-directed>"	"<Akira_Kurosawa>"	"TRUE"	
"<The_Barretts_of_Wimpole_Street_(1957_film)>"	"<inv-directed>"	"<Sidney_Franklin_(director)>"	"TRUE"	
"<The_Lovers_of_Montparnasse>"	"<inv-directed>"	"<Jacques_Becker>"	"FALSE"	
"<The_Final_Destination>"	"<inv-directed>"	"<David_R._Ellis>"	"TRUE"	
"<Change_of_Mind>"	"<inv-directed>"	"<Robert_Stevens_(director)>"	"TRUE"	
"<Les_3_p'tits_cochons>"	"<inv-directed>"	"<Patrick_Huard>"	"TRUE"	
"<My_Name_Is_Bill_W.>"	"<inv-directed>"	"<Daniel_Petrie>"	"TRUE"	
"<The_Cactus_Kid>"	"<inv-directed>"	"<Lee_Kohlmar>"	"TRUE"	
"<The_Bad_Man_(1930_film)>"	"<inv-directed>"	"<Clarence_G._Badger>"	"TRUE"	
"<The_Good_German>"	"<inv-directed>"	"<Steven_Soderbergh>"	"TRUE"	
"<The_Boy_Who_Could_Fly>"	"<inv-directed>"	"<Nick_Castle>"	"TRUE"	
"<Forty_Thousand_Horsemen>"	"<inv-directed>"	"<Charles_Chauvel>"	"TRUE"	
"<Equinox_(1992_film)>"	"<inv-directed>"	"<Alan_Rudolph>"	"TRUE"	
"<Kiss_the_Sky_(film)>"	"<inv-directed>"	"<Roger_Young_(director)>"	"TRUE"	
"<Bear_Island_(film)>"	"<inv-directed>"	"<Don_Sharp>"	"TRUE"	
"<Action_of_6_April_1809>"	"<inv-participatedIn>"	"<United_Kingdom>"	"TRUE"	"incomplete extraction from infoboxes"
