?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<George_Tuttle_Brokaw>	<isMarriedTo>	<Frances_Ford_Seymour>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Semat>	<isMarriedTo>	<Den_(Pharaoh)>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Odo_I,_Count_of_Blois>	<isMarriedTo>	<Bertha_of_Burgundy>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Jan_Rooney>	<isMarriedTo>	<Mickey_Rooney>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Lou_Adler>	<isMarriedTo>	<Shelley_Fabares>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Bobby_Van>	<isMarriedTo>	<Elaine_Joyce>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Meritaten>	<isMarriedTo>	<Smenkhkare>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Artie_Shaw>	<isMarriedTo>	<Evelyn_Keyes>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Jack_Doyle>	<isMarriedTo>	<Movita_Castaneda>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Justine_Johnstone>	<isMarriedTo>	<Walter_Wanger>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Maria_(wife_of_BolesBaw_IV_the_Curly)>	<isMarriedTo>	<BolesBaw_IV_the_Curly>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Philip_of_Burgundy,_Count_of_Auvergne>	<isMarriedTo>	<Joan_I,_Countess_of_Auvergne>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Empress_Wang_(Xuanzong)>	<isMarriedTo>	<Emperor_Xuanzong_of_Tang>	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Edmund_Grey>	<isMarriedTo>	<Brooke_English>	False
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Campbell_Scott>	<isMarriedTo>	<Colleen_Dewhurst>	False
