?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Anne_Fitzalan-Howard,_Duchess_of_Norfolk>	<isMarriedTo>	<Miles_Fitzalan-Howard,_17th_Duke_of_Norfolk>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Pete_Wentz>	<isMarriedTo>	<Ashlee_Simpson>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<John_George_II,_Prince_of_Anhalt-Dessau>	<isMarriedTo>	<Henriette_Catherine_of_Nassau>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Nancy_Astor,_Viscountess_Astor>	<isMarriedTo>	<Waldorf_Astor,_2nd_Viscount_Astor>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Florinda_Meza>	<isMarriedTo>	<Roberto_Gómez_Bolaños>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Maria_Beatrice_Ricciarda_d'Este>	<isMarriedTo>	<Ferdinand,_Duke_of_Breisgau>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<George_Clooney>	<isMarriedTo>	<Nick_Clooney>	ManualEvaluation	False
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Stephen_Dabiaa_of_Bosnia>	<isMarriedTo>	<Jelena_Gruba>	ManualEvaluation	True
?b  <isMarriedTo>  ?a   => ?a  <isMarriedTo>  ?b	<Countess_Palatine_Elisabeth_Augusta_of_Sulzbach>	<isMarriedTo>	<Charles_Theodore,_Elector_of_Bavaria>	ManualEvaluation	True
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Neil_Murphy>	<directed>	<The_Disappeared_(2008_Film)>	ManualEvaluation	False
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Akiva_Goldsman>	<directed>	<Lost_in_Space_(film)>	ManualEvaluation	False	
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Hal_Roach>	<directed>	<Olympic_Games_(film)>	ManualEvaluation	False
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Peter_Benchley>	<directed>	<The_Beast_(1996_film)>	ManualEvaluation	False
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Leo_Rossi>	<directed>	<We're_Talking_Serious_Money>	ManualEvaluation	False
?a  <created>  ?b  ?a  <produced>  ?b   => ?a  <directed>  ?b	<Gimel_Everett>	<directed>	<The_Dead_Pit>	ManualEvaluation	False
