?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Jim_Jones_(jurist)>	<livesIn>	<Twin_Falls,_Idaho>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<C._V._Raman_Pillai>	<livesIn>	<Thiruvananthapuram>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Ernest_N._Harmon>	<livesIn>	<Lowell,_Massachusetts>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Ernie_Wright>	<livesIn>	<Toledo,_Ohio>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Vitaly_Atyushov>	<livesIn>	<Penza>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Ikuko_Ishii>	<livesIn>	<Ashibetsu,_HokkaidM>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Luke_Eves>	<livesIn>	<Bristol>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Francesco_Severi>	<livesIn>	<Arezzo>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Robert_B.C._Noorduyn>	<livesIn>	<Nijmegen>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Anne_Bonny>	<livesIn>	<Kinsale>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Allan_F._Nicholls>	<livesIn>	<Montreal>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Phil_Dalhausser>	<livesIn>	<Baden,_Switzerland>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Frank_McCloskey>	<livesIn>	<Philadelphia>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Neil_Coles>	<livesIn>	<London>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Ricardo_Muñoz_Suay>	<livesIn>	<Valencia,_Spain>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Carleton_Beals>	<livesIn>	<Medicine_Lodge,_Kansas>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<John_Hervey_Crozier>	<livesIn>	<Knoxville,_Tennessee>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Gertrude_Barrows_Bennett>	<livesIn>	<Minneapolis>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Milan_Hnilika>	<livesIn>	<LitomYice>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<André_Negrão>	<livesIn>	<São_Paulo>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Joe_Cipriano>	<livesIn>	<Waterbury,_Connecticut>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<MieczysBaw_Hryniewicz>	<livesIn>	<Wsosz>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Marjoe_Gortner>	<livesIn>	<Long_Beach,_California>	ManualEvaluation
?a  <wasBornIn>  ?b   => ?a  <livesIn>  ?b	<Damon_Stoudamire>	<livesIn>	<Portland,_Oregon>	ManualEvaluation
