?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Alfonso_of_Aragon>	<diedIn>	<Ferrara>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Celeste_Holm>	<diedIn>	<Danbury,_Connecticut>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Harry_Schein>	<diedIn>	<Stockholm>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Andrei_Kostrichkin>	<diedIn>	<Moscow>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<George_Pravda>	<diedIn>	<Oxford>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<WyszesBawa_of_Kiev>	<diedIn>	<Ossiach>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Maude_Hutchins>	<diedIn>	<Santa_Barbara,_California>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Maggie_Smith>	<diedIn>	<London>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Prince_Charles_of_Prussia>	<diedIn>	<Berlin>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Maria_Nagaya>	<diedIn>	<Moscow>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Ruth_Chatterton>	<diedIn>	<Solana_Beach,_California>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<John_Spencer-Churchill,_11th_Duke_of_Marlborough>	<diedIn>	<St._Moritz>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Richard_Widmark>	<diedIn>	<Santa_Barbara,_California>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Ewan_MacColl>	<diedIn>	<London>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Jens_Otto_Krag>	<diedIn>	<Charlottenlund>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<James_Louis_Sobieski>	<diedIn>	<WrocBaw>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Franca_Bettoia>	<diedIn>	<Rome>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Alexandrine_de_Bleschamp>	<diedIn>	<Viterbo>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Elizabeth_of_Aragon>	<diedIn>	<Santarém,_Portugal>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Eleanor_Summerfield>	<diedIn>	<London>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Agustín_Fernández_Muñoz,_Duke_of_Riansares>	<diedIn>	<Le_Havre>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Deborah_Read>	<diedIn>	<Philadelphia>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Mary_Anderson_(film_actress)>	<diedIn>	<Los_Angeles>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Verna_Harrah>	<diedIn>	<Rochester,_Minnesota>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Eutropia>	<diedIn>	<Marseille>	TrainingSource	False
?c  <isMarriedTo>  ?a  ?c  <diedIn>  ?b   => ?a  <diedIn>  ?b	<Duchess_Amalie_in_Bavaria>	<diedIn>	<Rapallo>	TrainingSource	False
