Loaded 948044 facts in 10.50 s using 312 MB
?a  <exports>  ?b   => ?a  <imports>  ?b	0.00004641	0.13095238	0.08678501	0.10328638	0.15976331	0.01650138	0.01386506	44	507	7.029585798816569	7.029585798816569	?a
?a  <imports>  ?b   => ?a  <exports>  ?b	0.00004641	0.08678501	0.13095238	0.14473684	0.0952381	0.01378446	0.01247166	44	336	4.19047619047619	4.19047619047619	?b
?b  <dealsWith>  ?a   => ?a  <dealsWith>  ?b	0.00009915	0.13642961	0.13642961	0.18323587	0.25544267	0.04680626	0.03484994	94	689	24.01161103047896	24.01161103047896	?a
?b  <isLocatedIn>  ?a   => ?a  <hasCapital>  ?b	0.00011181	0.0500236	0.00049745	0.00208703	0.76164441	0.00158957	0.00037888	106	213085	80.734307905296	80.734307905296	?a
?a  <isLeaderOf>  ?b   => ?a  <worksAt>  ?b	0.00000211	0.00082102	0.00031353	0.28571429	0.99890265	0.28540076	0.00031318	2	6379	1.9978052986361499	1.9978052986361499	?a
?a  <isKnownFor>  ?b   => ?a  <worksAt>  ?b	0.00001793	0.00697865	0.00289214	0.02230971	0.87036407	0.01941757	0.00251721	17	5878	14.796189179993194	14.796189179993194	?a
?a  <created>  ?b   => ?a  <worksAt>  ?b	0.00000316	0.00123153	0.00001499	0.02419355	0.99938049	0.02417856	0.00001498	3	200158	2.99814146824009	2.99814146824009	?a
?a  <graduatedFrom>  ?b   => ?a  <worksAt>  ?b	0.000231	0.08990148	0.01844211	0.16246291	0.88648421	0.1440208	0.01634864	219	11875	194.14004210526315	194.14004210526315	?a
?a  <livesIn>  ?b   => ?a  <holdsPoliticalPosition>  ?b	0.00000211	0.00082338	0.00013705	0.00558659	0.97546769	0.00544954	0.00013369	2	14593	1.950935379976701	1.950935379976701	?a
?a  <wasBornIn>  ?b   => ?a  <holdsPoliticalPosition>  ?b	0.00000316	0.00123508	0.00005361	0.00480769	0.98884978	0.00475409	0.00005301	3	55963	2.9665493272340653	2.9665493272340653	?a
?a  <isLeaderOf>  ?b   => ?a  <isPoliticianOf>  ?b	0.0000116	0.00753425	0.00172441	0.06214689	0.9722527	0.06042248	0.00167656	11	6379	10.6947797460417	10.6947797460417	?a
?a  <livesIn>  ?b   => ?a  <isPoliticianOf>  ?b	0.00008227	0.05342466	0.00534503	0.28782288	0.98142945	0.28247785	0.00524577	78	14593	76.55149729322278	76.55149729322278	?a
?a  <isPoliticianOf>  ?b   => ?a  <isLeaderOf>  ?b	0.0000116	0.00172441	0.00753425	0.10185185	0.9260274	0.09431761	0.00697692	11	1460	10.186301369863013	10.186301369863013	?a
?a  <worksAt>  ?b   => ?a  <isLeaderOf>  ?b	0.00000211	0.00031353	0.00082102	0.33333333	0.99753695	0.33251232	0.000819	2	2436	1.9950738916256157	1.9950738916256157	?a
?a  <isCitizenOf>  ?b   => ?a  <isLeaderOf>  ?b	0.00001371	0.00203794	0.00089224	0.05909091	0.98490048	0.05819866	0.00087877	13	14570	12.803706245710362	12.803706245710362	?a
?a  <livesIn>  ?b   => ?a  <isLeaderOf>  ?b	0.00022678	0.03370434	0.01473309	0.31386861	0.95305969	0.29913552	0.01404152	215	14593	204.90783252244228	204.90783252244228	?a
?b  <isLeaderOf>  ?a   => ?a  <isLeaderOf>  ?b	0.00000422	0.00062706	0.00062706	0.15384615	0.99592413	0.1532191	0.0006245	4	6379	3.9836965041542562	3.9836965041542562	?a
?a  <isKnownFor>  ?b   => ?a  <isLeaderOf>  ?b	0.00000633	0.00094059	0.00102076	0.375	0.99727799	0.37397924	0.00101798	6	5878	5.983667914256549	5.983667914256549	?a
?a  <wasBornIn>  ?b   => ?a  <isLeaderOf>  ?b	0.00010443	0.01551967	0.00176903	0.16923077	0.98954666	0.16746174	0.00175053	99	55963	97.96511981130391	97.96511981130391	?a
?a  <worksAt>  ?b   => ?a  <graduatedFrom>  ?b	0.000231	0.01844211	0.08990148	0.16246291	0.44663383	0.07256143	0.04015304	219	2436	97.8128078817734	97.8128078817734	?a
?a  <isKnownFor>  ?b   => ?a  <graduatedFrom>  ?b	0.00000844	0.00067368	0.00136101	0.00625978	0.78257911	0.00489877	0.0010651	8	5878	6.260632868322559	6.260632868322559	?a
?a  <hasAcademicAdvisor>  ?b   => ?a  <influences>  ?b	0.00000422	0.00028674	0.00205444	0.01769912	0.88392399	0.01564467	0.00181597	4	1947	3.5356959424756034	3.5356959424756034	?b
?b  <hasAcademicAdvisor>  ?a   => ?a  <influences>  ?b	0.00003059	0.00207885	0.01489471	0.20863309	0.92860812	0.19373838	0.01383135	29	1947	26.929635336414997	26.929635336414997	?b
?a  <isKnownFor>  ?b   => ?a  <influences>  ?b	0.00000211	0.00014337	0.00034025	0.02631579	0.98707043	0.02597554	0.00033585	2	5878	1.9741408642395373	1.9741408642395373	?b
?a  <hasChild>  ?b   => ?a  <influences>  ?b	0.00000422	0.00028674	0.00034617	0.06666667	0.99480744	0.0663205	0.00034437	4	11555	3.979229770662051	3.979229770662051	?b
?b  <isKnownFor>  ?a   => ?a  <influences>  ?b	0.00000422	0.00028674	0.0006805	0.00785855	0.91340592	0.00717804	0.00062158	4	5878	3.653623681524328	3.653623681524328	?b
?b  <isMarriedTo>  ?a   => ?a  <influences>  ?b	0.00000633	0.00043011	0.00050029	0.02803738	0.98215626	0.02753709	0.00049136	6	11993	5.892937546902361	5.892937546902361	?b
